fips,poverty_count,median_income
72045,9943,17254
72047,15142,23933
72049,267,27614
72051,10439,33388
72053,13114,25170
72054,5863,21213
72055,8474,16210
72057,16414,20273
72059,8702,21400
72061,21393,46048
72063,12871,39532
72065,13868,28001
72067,6171,24862
72069,19315,26083
72071,19837,20484
72073,8025,18413
72075,19687,23823
72077,12527,28196
72079,12223,18920
72081,15152,19323
72083,4712,16170
72085,13111,25697
72087,10366,22500
72089,7707,23769
72091,17869,20352
72093,2725,20541
72095,5535,19363
72097,37469,17963
72099,17064,21415
72101,13879,23010
72103,11099,21416
72105,14676,21399
72107,11147,19062
72109,7513,23422
72111,10240,20959
72113,66952,18827
72115,10559,23624
72117,6800,25223
72119,17042,26745
72121,9984,20564
72123,12122,21611
72125,16193,17921
72127,132143,26981
72129,16674,21320
72131,20408,17834
72133,9169,23197
72135,22427,33349
72137,24898,29648
72139,18871,38773
72141,14852,17624
72143,14391,25235
72145,22724,23877
72147,4850,17531
72149,9065,24882
72151,14826,21279
72153,14855,21918
